time_seconds,flow_node2,flow_node3,flow_node4,flow_node5,flow_node6,flow_node7,flow_node8,flow_node9,pressure_node2,pressure_node3,pressure_node4,pressure_node5,pressure_node6,pressure_node7,pressure_node8,pressure_node9,volume_node2,volume_node3,volume_node4,volume_node5,volume_node6,volume_node7,volume_node8,volume_node9,x_node2,x_node3,x_node4,x_node5,x_node6,x_node7,x_node8,x_node9,y_node2,y_node3,y_node4,y_node5,y_node6,y_node7,y_node8,y_node9,z_node2,z_node3,z_node4,z_node5,z_node6,z_node7,z_node8,z_node9,leak_node10,leak_node11,leak_node12,leak_node13,leak_node14,leak_x,leak_y,leak_z,weekday_flag
60000,8.4,1.8,1.0,4.2,1.4,8.4,5.6,2.8,49.79,49.788,49.788,49.787,49.787,49.788,49.787,49.788,84.0,18.0,10,42.0,14,84.0,56.0,28.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60600,8.4,1.8,1.0,4.2,1.4,8.4,5.6,2.8,49.79,49.788,49.788,49.787,49.787,49.788,49.787,49.788,84.0,18.0,10,42.0,14,84.0,56.0,28.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61200,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10,45.0,14,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61800,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10,45.0,14,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62400,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10,45.0,14,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63000,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10,45.0,14,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63600,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10,45.0,14,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64200,8.85,1.95,1.0,4.5,1.4,8.85,5.9,2.95,60.836,60.833,60.833,60.832,60.833,60.833,60.833,60.833,88.5,19.5,10,45.0,14,88.5,59.0,29.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64800,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18,42.0,18,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65400,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18,42.0,18,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66000,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18,42.0,18,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66600,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18,42.0,18,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67200,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18,42.0,18,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67800,9.9,2.1,1.8,4.2,1.8,9.9,6.0,3.9,65.908,65.904,65.904,65.903,65.904,65.905,65.904,65.904,99.0,21.0,18,42.0,18,99.0,60.0,39.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68400,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26,39.0,18,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69000,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26,39.0,18,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69600,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26,39.0,18,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70200,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26,39.0,18,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70800,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26,39.0,18,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71400,10.85,2.55,2.6,3.9,1.8,10.85,5.7,5.15,58.475,58.47,58.47,58.47,58.47,58.471,58.47,58.47,108.5,25.5,26,39.0,18,108.5,57.0,51.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72000,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30,30.0,14,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72600,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30,30.0,14,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73200,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30,30.0,14,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73800,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30,30.0,14,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74400,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30,30.0,14,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75000,9.5,2.1,3.0,3.0,1.4,9.5,4.4,5.1,48.229,48.225,48.225,48.225,48.226,48.226,48.226,48.226,95.0,21.0,30,30.0,14,95.0,44.0,51.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75600,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38,15.0,10,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76200,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38,15.0,10,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76800,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38,15.0,10,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77400,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38,15.0,10,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78000,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38,15.0,10,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78600,7.05,0.75,3.8,1.5,1.0,7.05,2.5,4.55,50.482,50.48,50.479,50.48,50.48,50.48,50.48,50.48,70.5,7.5,38,15.0,10,70.5,25.0,45.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79200,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30,7.5,6,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79800,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30,7.5,6,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80400,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30,7.5,6,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81000,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30,7.5,6,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81600,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30,7.5,6,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82200,4.8,0.45,3.0,0.75,0.6,4.8,1.35,3.45,56.419,56.418,56.418,56.418,56.418,56.418,56.418,56.418,48.0,4.5,30,7.5,6,48.0,13.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82800,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14,4.5,6,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83400,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14,4.5,6,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84000,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14,4.5,6,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84600,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14,4.5,6,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85200,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14,4.5,6,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85800,2.75,0.3,1.4,0.45,0.6,2.75,1.05,1.7,65.906,65.906,65.905,65.906,65.906,65.906,65.906,65.906,27.5,3.0,14,4.5,6,27.5,10.5,17.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86400,1.85,0.3,1.0,0.15,0.4,1.85,0.55,1.3,54.87,54.87,54.87,54.87,54.87,54.87,54.87,54.87,18.5,3.0,10,1.5,4,18.5,5.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
