time_seconds,flow_node2,flow_node3,flow_node4,flow_node5,flow_node6,flow_node7,flow_node8,flow_node9,pressure_node2,pressure_node3,pressure_node4,pressure_node5,pressure_node6,pressure_node7,pressure_node8,pressure_node9,volume_node2,volume_node3,volume_node4,volume_node5,volume_node6,volume_node7,volume_node8,volume_node9,x_node2,x_node3,x_node4,x_node5,x_node6,x_node7,x_node8,x_node9,y_node2,y_node3,y_node4,y_node5,y_node6,y_node7,y_node8,y_node9,z_node2,z_node3,z_node4,z_node5,z_node6,z_node7,z_node8,z_node9,leak_node10,leak_node11,leak_node12,leak_node13,leak_node14,leak_x,leak_y,leak_z,weekday_flag,leak_status,is_leak,day_id
52200,10.8,3.3,1.6,4.5,1.4,10.8,5.9,4.9,44.823,44.819,44.819,44.818,44.819,44.819,44.819,44.819,108.0,33.0,16.0,45.0,14.0,108.0,59.0,49.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
52800,10.8,3.3,1.6,4.5,1.4,10.8,5.9,4.9,44.823,44.819,44.819,44.818,44.819,44.819,44.819,44.819,108.0,33.0,16.0,45.0,14.0,108.0,59.0,49.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
53400,10.8,3.3,1.6,4.5,1.4,10.8,5.9,4.9,44.823,44.819,44.819,44.818,44.819,44.819,44.819,44.819,108.0,33.0,16.0,45.0,14.0,108.0,59.0,49.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
54000,10.275,2.95,1.4,4.359,1.5656,10.275,5.9246,4.35,40.964,40.96,40.96,40.959,40.96,40.961,40.96,40.96,102.75,29.5,14.0,43.59,15.656,102.75,59.246,43.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
54600,10.275,2.95,1.4,4.359,1.5656,10.275,5.9246,4.35,40.964,40.96,40.96,40.959,40.96,40.961,40.96,40.96,102.75,29.5,14.0,43.59,15.656,102.75,59.246,43.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
55200,10.275,2.95,1.4,4.359,1.5656,10.275,5.9246,4.35,40.964,40.96,40.96,40.959,40.96,40.961,40.96,40.96,102.75,29.5,14.0,43.59,15.656,102.75,59.246,43.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
55800,10.275,2.95,1.4,4.359,1.5656,10.275,5.9246,4.35,40.964,40.96,40.96,40.959,40.96,40.961,40.96,40.96,102.75,29.5,14.0,43.59,15.656,102.75,59.246,43.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
56400,10.275,2.95,1.4,4.359,1.5656,10.275,5.9246,4.35,40.964,40.96,40.96,40.959,40.96,40.961,40.96,40.96,102.75,29.5,14.0,43.59,15.656,102.75,59.246,43.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
57000,10.275,2.95,1.4,4.359,1.5656,10.275,5.9246,4.35,40.964,40.96,40.96,40.959,40.96,40.961,40.96,40.96,102.75,29.5,14.0,43.59,15.656,102.75,59.246,43.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
57600,9.674,2.3,1.4,3.999,1.975,9.674,5.974,3.7,48.332,48.328,48.328,48.328,48.328,48.329,48.328,48.329,96.74,23.0,14.0,39.99,19.75,96.74,59.74,37.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
58200,9.674,2.3,1.4,3.999,1.975,9.674,5.974,3.7,48.332,48.328,48.328,48.328,48.328,48.329,48.328,48.329,96.74,23.0,14.0,39.99,19.75,96.74,59.74,37.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
58800,9.674,2.3,1.4,3.999,1.975,9.674,5.974,3.7,48.332,48.328,48.328,48.328,48.328,48.329,48.328,48.329,96.74,23.0,14.0,39.99,19.75,96.74,59.74,37.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
59400,9.674,2.3,1.4,3.999,1.975,9.674,5.974,3.7,48.332,48.328,48.328,48.328,48.328,48.329,48.328,48.329,96.74,23.0,14.0,39.99,19.75,96.74,59.74,37.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
60000,9.674,2.3,1.4,3.999,1.975,9.674,5.974,3.7,48.332,48.328,48.328,48.328,48.328,48.329,48.328,48.329,96.74,23.0,14.0,39.99,19.75,96.74,59.74,37.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
60600,9.674,2.3,1.4,3.999,1.975,9.674,5.974,3.7,48.332,48.328,48.328,48.328,48.328,48.329,48.328,48.329,96.74,23.0,14.0,39.99,19.75,96.74,59.74,37.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
61200,9.3613,1.95,1.4,3.5145,2.4968,9.3613,6.0113,3.35,59.441,59.437,59.437,59.437,59.437,59.438,59.437,59.438,93.613,19.5,14.0,35.145,24.968,93.613,60.113,33.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
61800,9.3613,1.95,1.4,3.5145,2.4968,9.3613,6.0113,3.35,59.441,59.437,59.437,59.437,59.437,59.438,59.437,59.438,93.613,19.5,14.0,35.145,24.968,93.613,60.113,33.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
62400,9.3613,1.95,1.4,3.5145,2.4968,9.3613,6.0113,3.35,59.441,59.437,59.437,59.437,59.437,59.438,59.437,59.438,93.613,19.5,14.0,35.145,24.968,93.613,60.113,33.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
63000,9.3613,1.95,1.4,3.5145,2.4968,9.3613,6.0113,3.35,59.441,59.437,59.437,59.437,59.437,59.438,59.437,59.438,93.613,19.5,14.0,35.145,24.968,93.613,60.113,33.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
63600,9.3613,1.95,1.4,3.5145,2.4968,9.3613,6.0113,3.35,59.441,59.437,59.437,59.437,59.437,59.438,59.437,59.438,93.613,19.5,14.0,35.145,24.968,93.613,60.113,33.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
64200,9.3613,1.95,1.4,3.5145,2.4968,9.3613,6.0113,3.35,59.441,59.437,59.437,59.437,59.437,59.438,59.437,59.438,93.613,19.5,14.0,35.145,24.968,93.613,60.113,33.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
64800,9.9834,2.1834,1.8,3.0,3.0,9.9834,6.0,3.9834,64.797,64.793,64.793,64.792,64.792,64.793,64.793,64.793,99.834,21.834,18.0,30.0,30.0,99.834,60.0,39.834,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
65400,9.9834,2.1834,1.8,3.0,3.0,9.9834,6.0,3.9834,64.797,64.793,64.793,64.792,64.792,64.793,64.793,64.793,99.834,21.834,18.0,30.0,30.0,99.834,60.0,39.834,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
66000,9.9834,2.1834,1.8,3.0,3.0,9.9834,6.0,3.9834,64.797,64.793,64.793,64.792,64.792,64.793,64.793,64.793,99.834,21.834,18.0,30.0,30.0,99.834,60.0,39.834,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
66600,9.9834,2.1834,1.8,3.0,3.0,9.9834,6.0,3.9834,64.797,64.793,64.793,64.792,64.792,64.793,64.793,64.793,99.834,21.834,18.0,30.0,30.0,99.834,60.0,39.834,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
67200,9.9834,2.1834,1.8,3.0,3.0,9.9834,6.0,3.9834,64.797,64.793,64.793,64.792,64.792,64.793,64.793,64.793,99.834,21.834,18.0,30.0,30.0,99.834,60.0,39.834,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
67800,9.9834,2.1834,1.8,3.0,3.0,9.9834,6.0,3.9834,64.797,64.793,64.793,64.792,64.792,64.793,64.793,64.793,99.834,21.834,18.0,30.0,30.0,99.834,60.0,39.834,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
68400,10.357,2.6166,1.8,2.3283,3.6124,10.357,5.9407,4.4166,57.616,57.612,57.612,57.612,57.612,57.613,57.612,57.613,103.57,26.166,18.0,23.283,36.124,103.57,59.407,44.166,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
69000,10.357,2.6166,1.8,2.3283,3.6124,10.357,5.9407,4.4166,57.616,57.612,57.612,57.612,57.612,57.613,57.612,57.613,103.57,26.166,18.0,23.283,36.124,103.57,59.407,44.166,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
69600,10.357,2.6166,1.8,2.3283,3.6124,10.357,5.9407,4.4166,57.616,57.612,57.612,57.612,57.612,57.613,57.612,57.613,103.57,26.166,18.0,23.283,36.124,103.57,59.407,44.166,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
70200,10.357,2.6166,1.8,2.3283,3.6124,10.357,5.9407,4.4166,57.616,57.612,57.612,57.612,57.612,57.613,57.612,57.613,103.57,26.166,18.0,23.283,36.124,103.57,59.407,44.166,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
70800,10.357,2.6166,1.8,2.3283,3.6124,10.357,5.9407,4.4166,57.616,57.612,57.612,57.612,57.612,57.613,57.612,57.613,103.57,26.166,18.0,23.283,36.124,103.57,59.407,44.166,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
71400,10.357,2.6166,1.8,2.3283,3.6124,10.357,5.9407,4.4166,57.616,57.612,57.612,57.612,57.612,57.613,57.612,57.613,103.57,26.166,18.0,23.283,36.124,103.57,59.407,44.166,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
72000,9.9,2.85,1.4,1.65,4.0,9.9,5.65,4.25,47.215,47.211,47.211,47.211,47.21,47.212,47.211,47.211,99.0,28.5,14.0,16.5,40.0,99.0,56.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
72600,9.9,2.85,1.4,1.65,4.0,9.9,5.65,4.25,47.215,47.211,47.211,47.211,47.21,47.212,47.211,47.211,99.0,28.5,14.0,16.5,40.0,99.0,56.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
73200,9.9,2.85,1.4,1.65,4.0,9.9,5.65,4.25,47.215,47.211,47.211,47.211,47.21,47.212,47.211,47.211,99.0,28.5,14.0,16.5,40.0,99.0,56.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
73800,9.9,2.85,1.4,1.65,4.0,9.9,5.65,4.25,47.215,47.211,47.211,47.211,47.21,47.212,47.211,47.211,99.0,28.5,14.0,16.5,40.0,99.0,56.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
74400,9.9,2.85,1.4,1.65,4.0,9.9,5.65,4.25,47.215,47.211,47.211,47.211,47.21,47.212,47.211,47.211,99.0,28.5,14.0,16.5,40.0,99.0,56.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
75000,9.9,2.85,1.4,1.65,4.0,9.9,5.65,4.25,47.215,47.211,47.211,47.211,47.21,47.212,47.211,47.211,99.0,28.5,14.0,16.5,40.0,99.0,56.5,42.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
75600,8.2962,2.5722,1.0,1.164,3.56,8.2962,4.724,3.5722,49.681,49.678,49.678,49.678,49.678,49.679,49.678,49.678,82.962,25.722,10.0,11.64,35.6,82.962,47.24,35.722,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
76200,8.2962,2.5722,1.0,1.164,3.56,8.2962,4.724,3.5722,49.681,49.678,49.678,49.678,49.678,49.679,49.678,49.678,82.962,25.722,10.0,11.64,35.6,82.962,47.24,35.722,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
76800,8.2962,2.5722,1.0,1.164,3.56,8.2962,4.724,3.5722,49.681,49.678,49.678,49.678,49.678,49.679,49.678,49.678,82.962,25.722,10.0,11.64,35.6,82.962,47.24,35.722,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
77400,8.2962,2.5722,1.0,1.164,3.56,8.2962,4.724,3.5722,49.681,49.678,49.678,49.678,49.678,49.679,49.678,49.678,82.962,25.722,10.0,11.64,35.6,82.962,47.24,35.722,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
78000,8.2962,2.5722,1.0,1.164,3.56,8.2962,4.724,3.5722,49.681,49.678,49.678,49.678,49.678,49.679,49.678,49.678,82.962,25.722,10.0,11.64,35.6,82.962,47.24,35.722,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
78600,8.2962,2.5722,1.0,1.164,3.56,8.2962,4.724,3.5722,49.681,49.678,49.678,49.678,49.678,49.679,49.678,49.678,82.962,25.722,10.0,11.64,35.6,82.962,47.24,35.722,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
79200,5.4997,1.8278,0.6,0.75195,2.32,5.4997,3.072,2.4278,56.929,56.927,56.928,56.928,56.927,56.928,56.928,56.928,54.997,18.278,6.0,7.5195,23.2,54.997,30.72,24.278,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
79800,5.4997,1.8278,0.6,0.75195,2.32,5.4997,3.072,2.4278,56.929,56.927,56.928,56.928,56.927,56.928,56.928,56.928,54.997,18.278,6.0,7.5195,23.2,54.997,30.72,24.278,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
80400,5.4997,1.8278,0.6,0.75195,2.32,5.4997,3.072,2.4278,56.929,56.927,56.928,56.928,56.927,56.928,56.928,56.928,54.997,18.278,6.0,7.5195,23.2,54.997,30.72,24.278,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
81000,5.4997,1.8278,0.6,0.75195,2.32,5.4997,3.072,2.4278,56.929,56.927,56.928,56.928,56.927,56.928,56.928,56.928,54.997,18.278,6.0,7.5195,23.2,54.997,30.72,24.278,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
81600,5.4997,1.8278,0.6,0.75195,2.32,5.4997,3.072,2.4278,56.929,56.927,56.928,56.928,56.927,56.928,56.928,56.928,54.997,18.278,6.0,7.5195,23.2,54.997,30.72,24.278,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
82200,5.4997,1.8278,0.6,0.75195,2.32,5.4997,3.072,2.4278,56.929,56.927,56.928,56.928,56.927,56.928,56.928,56.928,54.997,18.278,6.0,7.5195,23.2,54.997,30.72,24.278,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
82800,2.2,0.75,0.6,0.45,0.4,2.2,0.85,1.35,67.243,67.243,67.243,67.243,67.243,67.243,67.243,67.243,22.0,7.5,6.0,4.5,4.0,22.0,8.5,13.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
83400,2.2,0.75,0.6,0.45,0.4,2.2,0.85,1.35,67.243,67.243,67.243,67.243,67.243,67.243,67.243,67.243,22.0,7.5,6.0,4.5,4.0,22.0,8.5,13.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
84000,2.2,0.75,0.6,0.45,0.4,2.2,0.85,1.35,67.243,67.243,67.243,67.243,67.243,67.243,67.243,67.243,22.0,7.5,6.0,4.5,4.0,22.0,8.5,13.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
84600,2.2,0.75,0.6,0.45,0.4,2.2,0.85,1.35,67.243,67.243,67.243,67.243,67.243,67.243,67.243,67.243,22.0,7.5,6.0,4.5,4.0,22.0,8.5,13.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
85200,2.2,0.75,0.6,0.45,0.4,2.2,0.85,1.35,67.243,67.243,67.243,67.243,67.243,67.243,67.243,67.243,22.0,7.5,6.0,4.5,4.0,22.0,8.5,13.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
85800,2.2,0.75,0.6,0.45,0.4,2.2,0.85,1.35,67.243,67.243,67.243,67.243,67.243,67.243,67.243,67.243,22.0,7.5,6.0,4.5,4.0,22.0,8.5,13.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
86400,1.25,0.15,0.4,0.3,0.4,1.25,0.7,0.55,57.082,57.082,57.082,57.082,57.082,57.082,57.082,57.082,12.5,1.5,4.0,3.0,4.0,12.5,7.0,5.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_8
0,1.6,0.3,0.6,0.3,0.4,1.6,0.7,0.9,58.512,58.512,58.512,58.512,58.512,58.512,58.512,58.512,16.0,3.0,6.0,3.0,4.0,16.0,7.0,9.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
600,1.6,0.3,0.6,0.3,0.4,1.6,0.7,0.9,58.512,58.512,58.512,58.512,58.512,58.512,58.512,58.512,16.0,3.0,6.0,3.0,4.0,16.0,7.0,9.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
1200,1.6,0.3,0.6,0.3,0.4,1.6,0.7,0.9,58.512,58.512,58.512,58.512,58.512,58.512,58.512,58.512,16.0,3.0,6.0,3.0,4.0,16.0,7.0,9.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
1800,1.6,0.3,0.6,0.3,0.4,1.6,0.7,0.9,58.512,58.512,58.512,58.512,58.512,58.512,58.512,58.512,16.0,3.0,6.0,3.0,4.0,16.0,7.0,9.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
2400,1.6,0.3,0.6,0.3,0.4,1.6,0.7,0.9,58.512,58.512,58.512,58.512,58.512,58.512,58.512,58.512,16.0,3.0,6.0,3.0,4.0,16.0,7.0,9.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
3000,1.6,0.3,0.6,0.3,0.4,1.6,0.7,0.9,58.512,58.512,58.512,58.512,58.512,58.512,58.512,58.512,16.0,3.0,6.0,3.0,4.0,16.0,7.0,9.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
3600,1.7022,0.3,0.6822,0.31995,0.4,1.7022,0.71995,0.9822,58.138,58.138,58.138,58.138,58.138,58.138,58.138,58.138,17.022,3.0,6.822,3.1995,4.0,17.022,7.1995,9.822,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
4200,1.7022,0.3,0.6822,0.31995,0.4,1.7022,0.71995,0.9822,58.138,58.138,58.138,58.138,58.138,58.138,58.138,58.138,17.022,3.0,6.822,3.1995,4.0,17.022,7.1995,9.822,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
4800,1.7022,0.3,0.6822,0.31995,0.4,1.7022,0.71995,0.9822,58.138,58.138,58.138,58.138,58.138,58.138,58.138,58.138,17.022,3.0,6.822,3.1995,4.0,17.022,7.1995,9.822,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
5400,1.7022,0.3,0.6822,0.31995,0.4,1.7022,0.71995,0.9822,58.138,58.138,58.138,58.138,58.138,58.138,58.138,58.138,17.022,3.0,6.822,3.1995,4.0,17.022,7.1995,9.822,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
6000,1.7022,0.3,0.6822,0.31995,0.4,1.7022,0.71995,0.9822,58.138,58.138,58.138,58.138,58.138,58.138,58.138,58.138,17.022,3.0,6.822,3.1995,4.0,17.022,7.1995,9.822,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
6600,1.7022,0.3,0.6822,0.31995,0.4,1.7022,0.71995,0.9822,58.138,58.138,58.138,58.138,58.138,58.138,58.138,58.138,17.022,3.0,6.822,3.1995,4.0,17.022,7.1995,9.822,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
7200,1.8542,0.3,0.7774,0.3768,0.4,1.8542,0.7768,1.0774,56.862,56.862,56.862,56.862,56.862,56.862,56.862,56.862,18.542,3.0,7.774,3.768,4.0,18.542,7.768,10.774,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
7800,1.8542,0.3,0.7774,0.3768,0.4,1.8542,0.7768,1.0774,56.862,56.862,56.862,56.862,56.862,56.862,56.862,56.862,18.542,3.0,7.774,3.768,4.0,18.542,7.768,10.774,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
8400,1.8542,0.3,0.7774,0.3768,0.4,1.8542,0.7768,1.0774,56.862,56.862,56.862,56.862,56.862,56.862,56.862,56.862,18.542,3.0,7.774,3.768,4.0,18.542,7.768,10.774,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
9000,1.8542,0.3,0.7774,0.3768,0.4,1.8542,0.7768,1.0774,56.862,56.862,56.862,56.862,56.862,56.862,56.862,56.862,18.542,3.0,7.774,3.768,4.0,18.542,7.768,10.774,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
9600,1.8542,0.3,0.7774,0.3768,0.4,1.8542,0.7768,1.0774,56.862,56.862,56.862,56.862,56.862,56.862,56.862,56.862,18.542,3.0,7.774,3.768,4.0,18.542,7.768,10.774,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_9
