time_seconds,flow_node2,flow_node3,flow_node4,flow_node5,flow_node6,flow_node7,flow_node8,flow_node9,pressure_node2,pressure_node3,pressure_node4,pressure_node5,pressure_node6,pressure_node7,pressure_node8,pressure_node9,volume_node2,volume_node3,volume_node4,volume_node5,volume_node6,volume_node7,volume_node8,volume_node9,x_node2,x_node3,x_node4,x_node5,x_node6,x_node7,x_node8,x_node9,y_node2,y_node3,y_node4,y_node5,y_node6,y_node7,y_node8,y_node9,z_node2,z_node3,z_node4,z_node5,z_node6,z_node7,z_node8,z_node9,leak_node10,leak_node11,leak_node12,leak_node13,leak_node14,leak_x,leak_y,leak_z,weekday_flag,leak_status,is_leak,day_id
0,1.85,0.3,1.0,0.15,0.4,1.85,0.55,1.3,54.87,54.87,54.87,54.87,54.87,54.87,54.87,54.87,18.5,3.0,10.0,1.5,4.0,18.5,5.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
600,1.85,0.3,1.0,0.15,0.4,1.85,0.55,1.3,54.87,54.87,54.87,54.87,54.87,54.87,54.87,54.87,18.5,3.0,10.0,1.5,4.0,18.5,5.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
1200,1.85,0.3,1.0,0.15,0.4,1.85,0.55,1.3,54.87,54.87,54.87,54.87,54.87,54.87,54.87,54.87,18.5,3.0,10.0,1.5,4.0,18.5,5.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
1800,1.85,0.3,1.0,0.15,0.4,1.85,0.55,1.3,54.87,54.87,54.87,54.87,54.87,54.87,54.87,54.87,18.5,3.0,10.0,1.5,4.0,18.5,5.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
2400,1.85,0.3,1.0,0.15,0.4,1.85,0.55,1.3,54.87,54.87,54.87,54.87,54.87,54.87,54.87,54.87,18.5,3.0,10.0,1.5,4.0,18.5,5.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
3000,1.85,0.3,1.0,0.15,0.4,1.85,0.55,1.3,54.87,54.87,54.87,54.87,54.87,54.87,54.87,54.87,18.5,3.0,10.0,1.5,4.0,18.5,5.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
3600,1.25,0.3,0.4,0.15,0.4,1.25,0.55,0.7,54.124,54.124,54.124,54.124,54.124,54.124,54.124,54.124,12.5,3.0,4.0,1.5,4.0,12.5,5.5,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
4200,1.25,0.3,0.4,0.15,0.4,1.25,0.55,0.7,54.124,54.124,54.124,54.124,54.124,54.124,54.124,54.124,12.5,3.0,4.0,1.5,4.0,12.5,5.5,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
4800,1.25,0.3,0.4,0.15,0.4,1.25,0.55,0.7,54.124,54.124,54.124,54.124,54.124,54.124,54.124,54.124,12.5,3.0,4.0,1.5,4.0,12.5,5.5,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
5400,1.25,0.3,0.4,0.15,0.4,1.25,0.55,0.7,54.124,54.124,54.124,54.124,54.124,54.124,54.124,54.124,12.5,3.0,4.0,1.5,4.0,12.5,5.5,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
6000,1.25,0.3,0.4,0.15,0.4,1.25,0.55,0.7,54.124,54.124,54.124,54.124,54.124,54.124,54.124,54.124,12.5,3.0,4.0,1.5,4.0,12.5,5.5,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
6600,1.25,0.3,0.4,0.15,0.4,1.25,0.55,0.7,54.124,54.124,54.124,54.124,54.124,54.124,54.124,54.124,12.5,3.0,4.0,1.5,4.0,12.5,5.5,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
7200,1.1,0.3,0.4,2.5159e-07,0.4,1.1,0.4,0.7,53.539,53.539,53.539,53.539,53.539,53.539,53.539,53.539,11.0,3.0,4.0,2.5159e-06,4.0,11.0,4.0,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
7800,1.1002,0.3,0.4,0.0,0.4,1.1002,0.40025,0.7,53.539,53.539,53.539,53.539,53.539,53.539,53.539,53.539,11.002,3.0,4.0,0.0,4.0,11.002,4.0025,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
8400,1.1007,0.3,0.4,0.00048288,0.4,1.1007,0.4007,0.7,53.539,53.539,53.539,53.539,53.539,53.539,53.539,53.539,11.007,3.0,4.0,0.0048288,4.0,11.007,4.007,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
9000,1.1,0.3,0.4,2.5159e-07,0.4,1.1,0.4,0.7,53.539,53.539,53.539,53.539,53.539,53.539,53.539,53.539,11.0,3.0,4.0,2.5159e-06,4.0,11.0,4.0,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
9600,1.1006,0.3,0.4,0.00048288,0.4,1.1006,0.40064,0.7,53.539,53.539,53.539,53.539,53.539,53.539,53.539,53.539,11.006,3.0,4.0,0.0048288,4.0,11.006,4.0064,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
10200,1.1,0.3,0.4,2.5159e-07,0.4,1.1,0.4,0.7,53.539,53.539,53.539,53.539,53.539,53.539,53.539,53.539,11.0,3.0,4.0,2.5159e-06,4.0,11.0,4.0,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
10800,1.1,0.3,0.4,2.5159e-07,0.4,1.1,0.4,0.7,53.324,53.324,53.324,53.324,53.324,53.324,53.324,53.324,11.0,3.0,4.0,2.5159e-06,4.0,11.0,4.0,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
11400,1.1007,0.3,0.4,0.00096577,0.4,1.1007,0.4007,0.7,53.324,53.324,53.324,53.324,53.324,53.324,53.324,53.324,11.007,3.0,4.0,0.0096577,4.0,11.007,4.007,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
12000,1.1,0.3,0.4,-4.0916e-07,0.4,1.1,0.4,0.7,53.324,53.324,53.324,53.324,53.324,53.324,53.324,53.324,11.0,3.0,4.0,-4.0916e-06,4.0,11.0,4.0,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
12600,1.1001,0.3,0.4,-1.8823e-07,0.4,1.1001,0.40009,0.7,53.324,53.324,53.324,53.324,53.324,53.324,53.324,53.324,11.001,3.0,4.0,-1.8823e-06,4.0,11.001,4.0009,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
13200,1.1008,0.3,0.4,0.00048288,0.4,1.1008,0.40075,0.7,53.324,53.324,53.324,53.324,53.324,53.324,53.324,53.324,11.008,3.0,4.0,0.0048288,4.0,11.008,4.0075,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
13800,1.1,0.3,0.4,2.5159e-07,0.4,1.1,0.4,0.7,53.324,53.324,53.324,53.324,53.324,53.324,53.324,53.324,11.0,3.0,4.0,2.5159e-06,4.0,11.0,4.0,7.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
14400,2.45,0.3,1.0,0.75,0.4,2.45,1.15,1.3,53.067,53.066,53.066,53.066,53.066,53.066,53.066,53.066,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
15000,2.45,0.3,1.0,0.75,0.4,2.45,1.15,1.3,53.067,53.066,53.066,53.066,53.066,53.066,53.066,53.066,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
15600,2.45,0.3,1.0,0.75,0.4,2.45,1.15,1.3,53.067,53.066,53.066,53.066,53.066,53.066,53.066,53.066,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
16200,2.45,0.3,1.0,0.75,0.4,2.45,1.15,1.3,53.067,53.066,53.066,53.066,53.066,53.066,53.066,53.066,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
16800,2.45,0.3,1.0,0.75,0.4,2.45,1.15,1.3,53.067,53.066,53.066,53.066,53.066,53.066,53.066,53.066,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
17400,2.45,0.3,1.0,0.75,0.4,2.45,1.15,1.3,53.067,53.066,53.066,53.066,53.066,53.066,53.066,53.066,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
18000,4.45,0.75,1.6,1.5,0.6,4.45,2.1,2.35,52.816,52.815,52.815,52.815,52.815,52.816,52.815,52.815,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
18600,4.45,0.75,1.6,1.5,0.6,4.45,2.1,2.35,52.816,52.815,52.815,52.815,52.815,52.816,52.815,52.815,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
19200,4.45,0.75,1.6,1.5,0.6,4.45,2.1,2.35,52.816,52.815,52.815,52.815,52.815,52.816,52.815,52.815,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
19800,4.45,0.75,1.6,1.5,0.6,4.45,2.1,2.35,52.816,52.815,52.815,52.815,52.815,52.816,52.815,52.815,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
20400,4.45,0.75,1.6,1.5,0.6,4.45,2.1,2.35,52.816,52.815,52.815,52.815,52.815,52.816,52.815,52.815,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
21000,4.45,0.75,1.6,1.5,0.6,4.45,2.1,2.35,52.816,52.815,52.815,52.815,52.815,52.816,52.815,52.815,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
21600,5.8,1.2,2.0,1.8,0.8,5.8,2.6,3.2,52.803,52.802,52.802,52.802,52.802,52.802,52.802,52.802,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
22200,5.8,1.2,2.0,1.8,0.8,5.8,2.6,3.2,52.803,52.802,52.802,52.802,52.802,52.802,52.802,52.802,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
22800,5.8,1.2,2.0,1.8,0.8,5.8,2.6,3.2,52.803,52.802,52.802,52.802,52.802,52.802,52.802,52.802,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
23400,5.8,1.2,2.0,1.8,0.8,5.8,2.6,3.2,52.803,52.802,52.802,52.802,52.802,52.802,52.802,52.802,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
24000,5.8,1.2,2.0,1.8,0.8,5.8,2.6,3.2,52.803,52.802,52.802,52.802,52.802,52.802,52.802,52.802,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
24600,5.8,1.2,2.0,1.8,0.8,5.8,2.6,3.2,52.803,52.802,52.802,52.802,52.802,52.802,52.802,52.802,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
25200,7.75,1.65,3.0,2.1,1.0,7.75,3.1,4.65,53.084,53.082,53.081,53.082,53.082,53.082,53.082,53.082,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
25800,7.75,1.65,3.0,2.1,1.0,7.75,3.1,4.65,53.084,53.082,53.081,53.082,53.082,53.082,53.082,53.082,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
26400,7.75,1.65,3.0,2.1,1.0,7.75,3.1,4.65,53.084,53.082,53.081,53.082,53.082,53.082,53.082,53.082,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
27000,7.75,1.65,3.0,2.1,1.0,7.75,3.1,4.65,53.084,53.082,53.081,53.082,53.082,53.082,53.082,53.082,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
27600,7.75,1.65,3.0,2.1,1.0,7.75,3.1,4.65,53.084,53.082,53.081,53.082,53.082,53.082,53.082,53.082,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
28200,7.75,1.65,3.0,2.1,1.0,7.75,3.1,4.65,53.084,53.082,53.081,53.082,53.082,53.082,53.082,53.082,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
28800,9.85,1.95,4.0,2.7,1.2,9.85,3.9,5.95,53.896,53.892,53.892,53.893,53.893,53.893,53.893,53.893,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
29400,9.85,1.95,4.0,2.7,1.2,9.85,3.9,5.95,53.896,53.892,53.892,53.893,53.893,53.893,53.893,53.893,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
30000,9.85,1.95,4.0,2.7,1.2,9.85,3.9,5.95,53.896,53.892,53.892,53.893,53.893,53.893,53.893,53.893,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
30600,9.85,1.95,4.0,2.7,1.2,9.85,3.9,5.95,53.896,53.892,53.892,53.893,53.893,53.893,53.893,53.893,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
31200,9.85,1.95,4.0,2.7,1.2,9.85,3.9,5.95,53.896,53.892,53.892,53.893,53.893,53.893,53.893,53.893,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
31800,9.85,1.95,4.0,2.7,1.2,9.85,3.9,5.95,53.896,53.892,53.892,53.893,53.893,53.893,53.893,53.893,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
32400,8.7,2.1,3.6,1.8,1.2,8.7,3.0,5.7,55.536,55.533,55.533,55.533,55.533,55.534,55.533,55.533,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
33000,8.7,2.1,3.6,1.8,1.2,8.7,3.0,5.7,55.536,55.533,55.533,55.533,55.533,55.534,55.533,55.533,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
33600,8.7,2.1,3.6,1.8,1.2,8.7,3.0,5.7,55.536,55.533,55.533,55.533,55.533,55.534,55.533,55.533,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
34200,8.7,2.1,3.6,1.8,1.2,8.7,3.0,5.7,55.536,55.533,55.533,55.533,55.533,55.534,55.533,55.533,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
34800,8.7,2.1,3.6,1.8,1.2,8.7,3.0,5.7,55.536,55.533,55.533,55.533,55.533,55.534,55.533,55.533,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
35400,8.7,2.1,3.6,1.8,1.2,8.7,3.0,5.7,55.536,55.533,55.533,55.533,55.533,55.534,55.533,55.533,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
36000,8.4,2.1,3.2,1.5,1.6,8.4,3.1,5.3,56.944,56.941,56.941,56.941,56.941,56.942,56.942,56.941,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
36600,8.4,2.1,3.2,1.5,1.6,8.4,3.1,5.3,56.944,56.941,56.941,56.941,56.941,56.942,56.942,56.941,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
37200,8.4,2.1,3.2,1.5,1.6,8.4,3.1,5.3,56.944,56.941,56.941,56.941,56.941,56.942,56.942,56.941,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
37800,8.4,2.1,3.2,1.5,1.6,8.4,3.1,5.3,56.944,56.941,56.941,56.941,56.941,56.942,56.942,56.941,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
38400,8.4,2.1,3.2,1.5,1.6,8.4,3.1,5.3,56.944,56.941,56.941,56.941,56.941,56.942,56.942,56.941,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
39000,8.4,2.1,3.2,1.5,1.6,8.4,3.1,5.3,56.944,56.941,56.941,56.941,56.941,56.942,56.942,56.941,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
39600,10.2,2.7,4.0,1.5,2.0,10.2,3.5,6.7,57.75,57.746,57.745,57.746,57.746,57.747,57.746,57.746,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
40200,10.2,2.7,4.0,1.5,2.0,10.2,3.5,6.7,57.75,57.746,57.745,57.746,57.746,57.747,57.746,57.746,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
40800,10.2,2.7,4.0,1.5,2.0,10.2,3.5,6.7,57.75,57.746,57.745,57.746,57.746,57.747,57.746,57.746,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
41400,10.2,2.7,4.0,1.5,2.0,10.2,3.5,6.7,57.75,57.746,57.745,57.746,57.746,57.747,57.746,57.746,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
42000,10.2,2.7,4.0,1.5,2.0,10.2,3.5,6.7,57.75,57.746,57.745,57.746,57.746,57.747,57.746,57.746,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
42600,10.2,2.7,4.0,1.5,2.0,10.2,3.5,6.7,57.75,57.746,57.745,57.746,57.746,57.747,57.746,57.746,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
43200,11.65,3.0,4.4,2.25,2.0,11.65,4.25,7.4,57.41,57.405,57.404,57.405,57.405,57.406,57.405,57.405,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
43800,11.65,3.0,4.4,2.25,2.0,11.65,4.25,7.4,57.41,57.405,57.404,57.405,57.405,57.406,57.405,57.405,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
44400,11.65,3.0,4.4,2.25,2.0,11.65,4.25,7.4,57.41,57.405,57.404,57.405,57.405,57.406,57.405,57.405,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
45000,11.65,3.0,4.4,2.25,2.0,11.65,4.25,7.4,57.41,57.405,57.404,57.405,57.405,57.406,57.405,57.405,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,labelled_data_1
